time,id,group_id
1150,223,63
1150,224,63
1150,225,63
1150,226,63
1150,227,79
1150,228,97
1150,229,88
1150,230,88
1150,231,74
1150,232,58
1150,233,58
1150,300,51
1150,301,51
1150,308,23
1150,310,23
1150,311,74
1150,312,23
1150,313,63
1150,318,51
1150,319,51
1150,340,74
1150,341,98
1150,342,74
1150,376,74
1160,45,99
1160,46,99
1160,47,99
1160,48,73
1160,49,73
1160,50,99
1160,51,86
1160,52,92
1160,53,101
1160,54,92
1160,55,101
1160,56,101
1160,87,74
1160,89,54
1160,90,54
1160,91,63
1160,92,54
1160,93,54
1160,94,75
1160,95,75
1160,96,96
1160,221,63
1160,222,74
1160,223,63
1160,224,63
1160,225,63
1160,226,63
1160,227,79
1160,228,97
1160,229,88
1160,230,88
1160,231,98
1160,232,58
1160,233,58
1160,300,51
1160,301,51
1160,308,23
1160,310,23
1160,311,94
1160,312,94
1160,313,94
1160,318,51
1160,319,51
1160,340,74
1160,341,98
1160,342,98
1160,376,74
1170,45,99
1170,46,99
1170,47,99
1170,48,73
1170,49,73
1170,50,99
1170,51,86
1170,52,92
1170,53,92
1170,54,94
1170,55,92
1170,56,92
1170,87,74
1170,89,54
1170,90,54
1170,91,63
1170,92,54
1170,93,54
1170,94,75
1170,95,75
1170,96,96
1170,221,63
1170,222,74
1170,223,63
1170,224,63
1170,225,92
1170,226,63
1170,227,79
1170,228,97
1170,229,88
1170,230,88
1170,231,98
1170,232,58
1170,233,58
1170,300,51
1170,310,23
1170,311,23
1170,313,94
1170,318,51
1170,319,51
1170,340,74
1170,341,98
1170,342,98
1170,376,74
1180,45,99
1180,46,99
1180,47,99
1180,48,73
1180,49,73
1180,50,81
1180,51,86
1180,52,92
1180,53,92
1180,54,92
1180,55,92
1180,56,92
1180,87,94
1180,89,54
1180,90,54
1180,91,63
1180,92,54
1180,93,54
1180,94,75
1180,95,75
1180,96,96
1180,221,63
1180,222,74
1180,223,63
1180,224,63
1180,225,103
1180,226,63
1180,228,97
1180,229,88
1180,230,88
1180,231,98
1180,232,58
1180,233,58
1180,300,51
1180,310,23
1180,311,23
1180,313,94
1180,318,51
1180,319,51
1180,340,74
1180,341,98
1180,342,98
1180,376,74
1190,45,99
1190,46,99
1190,47,99
1190,48,73
1190,49,73
1190,50,81
1190,51,86
1190,52,101
1190,53,92
1190,54,92
1190,55,101
1190,56,101
1190,87,94
1190,89,54
1190,90,54
1190,91,63
1190,92,54
1190,93,54
1190,94,75
1190,95,75
1190,96,96
1190,221,63
1190,222,74
1190,223,63
1190,225,101
1190,226,63
1190,228,97
1190,229,88
1190,230,75
1190,231,98
1190,232,58
1190,233,58
1190,300,99
1190,310,23
1190,311,23
1190,313,94
1190,318,51
1190,319,51
1190,340,74
1190,341,98
1190,342,98
1190,344,74
1190,376,74
1200,45,99
1200,46,99
1200,47,99
1200,48,73
1200,49,73
1200,50,99
1200,51,86
1200,52,92
1200,53,92
1200,54,92
1200,55,92
1200,56,92
1200,87,94
1200,89,54
1200,90,54
1200,91,88
1200,92,54
1200,93,54
1200,94,75
1200,95,75
1200,96,96
1200,221,88
1200,222,74
1200,223,63
1200,225,92
1200,226,63
1200,228,97
1200,229,54
1200,230,88
1200,231,98
1200,232,58
1200,233,58
1200,300,104
1200,310,23
1200,311,23
1200,313,94
1200,318,51
1200,319,51
1200,340,74
1200,341,63
1200,342,98
1200,344,23
1200,376,74
1210,45,99
1210,46,99
1210,47,99
1210,48,73
1210,49,73
1210,50,99
1210,51,86
1210,52,92
1210,53,92
1210,54,92
1210,55,92
1210,56,92
1210,57,105
1210,87,23
1210,89,54
1210,90,54
1210,91,63
1210,92,54
1210,93,54
1210,94,75
1210,95,75
1210,96,96
1210,221,63
1210,222,74
1210,223,63
1210,225,92
1210,228,97
1210,229,54
1210,230,63
1210,231,98
1210,232,58
1210,233,58
1210,300,51
1210,310,23
1210,311,23
1210,313,23
1210,340,74
1210,341,106
1210,342,98
1210,344,23
1210,376,74
1220,45,99
1220,46,99
1220,47,99
1220,48,73
1220,49,73
1220,50,96
1220,51,86
1220,52,92
1220,53,92
1220,54,92
1220,55,92
1220,56,92
1220,57,105
1220,87,23
1220,89,54
1220,90,54
1220,91,63
1220,92,54
1220,93,54
1220,94,75
1220,95,75
1220,96,96
1220,221,63
1220,222,74
1220,223,106
1220,225,92
1220,228,97
1220,229,54
1220,230,88
1220,231,98
1220,232,58
1220,233,58
1220,300,99
1220,310,23
1220,311,23
1220,313,23
1220,340,74
1220,341,106
1220,342,98
1220,344,23
1220,376,74
1230,45,99
1230,46,99
1230,47,99
1230,48,73
1230,49,73
1230,50,96
1230,51,86
1230,52,92
1230,53,107
1230,54,92
1230,55,92
1230,56,92
1230,57,105
1230,87,23
1230,89,54
1230,90,54
1230,91,63
1230,92,54
1230,93,54
1230,94,75
1230,95,75
1230,96,96
1230,221,63
1230,222,74
1230,223,106
1230,225,92
1230,228,97
1230,229,54
1230,230,88
1230,231,98
1230,232,58
1230,233,58
1230,311,23
1230,313,23
1230,340,74
1230,341,106
1230,342,98
1230,343,74
1230,344,23
1230,376,74
1240,45,99
1240,46,99
1240,47,99
1240,48,73
1240,49,73
1240,50,96
1240,51,86
1240,52,92
1240,53,92
1240,54,92
1240,55,105
1240,56,105
1240,57,105
1240,87,23
1240,89,54
1240,90,54
1240,91,75
1240,92,54
1240,93,54
1240,94,75
1240,95,75
1240,96,96
1240,222,74
1240,223,63
1240,225,92
1240,228,97
1240,229,54
1240,230,88
1240,231,98
1240,232,58
1240,233,58
1240,311,74
1240,313,23
1240,340,74
1240,341,63
1240,342,108
1240,343,108
1240,344,23
1240,376,74
1250,45,99
1250,46,99
1250,47,99
1250,48,99
1250,49,99
1250,50,96
1250,51,86
1250,52,92
1250,53,92
1250,54,92
1250,55,105
1250,56,105
1250,57,105
1250,87,23
1250,89,54
1250,90,54
1250,91,75
1250,92,54
1250,93,109
1250,94,75
1250,95,75
1250,96,96
1250,97,99
1250,222,74
1250,225,92
1250,228,97
1250,229,54
1250,230,88
1250,231,98
1250,232,58
1250,233,58
1250,311,74
1250,313,23
1250,340,74
1250,341,106
1250,342,106
1250,343,108
1250,344,23
1250,376,74
1260,45,99
1260,46,99
1260,47,99
1260,49,99
1260,50,110
1260,51,86
1260,52,107
1260,53,107
1260,54,92
1260,55,105
1260,56,105
1260,57,105
1260,87,23
1260,89,54
1260,90,54
1260,91,75
1260,92,54
1260,93,109
1260,94,75
1260,95,75
1260,96,96
1260,97,96
1260,98,99
1260,222,74
1260,225,92
1260,228,86
1260,229,54
1260,230,88
1260,231,98
1260,232,58
1260,233,58
1260,311,74
1260,313,23
1260,340,74
1260,341,106
1260,342,106
1260,343,108
1260,344,23
1260,376,74
1270,45,99
1270,46,99
1270,47,99
1270,50,110
1270,51,86
1270,52,92
1270,53,92
1270,54,58
1270,55,105
1270,56,105
1270,57,105
1270,87,109
1270,89,54
1270,90,54
1270,92,54
1270,93,109
1270,94,75
1270,95,75
1270,96,96
1270,97,111
1270,98,111
1270,99,99
1270,222,74
1270,225,92
1270,228,86
1270,229,54
1270,230,75
1270,231,98
1270,232,58
1270,233,58
1270,311,23
1270,313,23
1270,340,74
1270,341,106
1270,342,106
1270,343,74
1270,344,23
1270,376,74
1280,45,99
1280,46,99
1280,47,99
1280,50,110
1280,51,86
1280,52,92
1280,53,92
1280,54,58
1280,55,105
1280,56,105
1280,57,105
1280,87,109
1280,89,54
1280,90,54
1280,92,54
1280,93,109
1280,94,75
1280,95,75
1280,96,96
1280,97,96
1280,98,111
1280,99,111
1280,222,74
1280,225,92
1280,228,86
1280,229,54
1280,230,75
1280,231,98
1280,232,58
1280,233,58
1280,311,23
1280,313,23
1280,340,74
1280,341,106
1280,342,106
1280,343,74
1280,344,23
1280,376,74
1290,45,99
1290,46,99
1290,47,99
1290,50,110
1290,51,86
1290,52,92
1290,53,92
1290,54,58
1290,55,105
1290,56,105
1290,57,105
1290,87,109
1290,89,54
1290,90,54
1290,92,112
1290,93,109
1290,94,75
1290,95,75
1290,96,96
1290,97,111
1290,98,111
1290,99,111
1290,222,74
1290,225,92
1290,228,86
1290,229,112
1290,230,75
1290,231,105
1290,232,58
1290,233,58
1290,311,23
1290,313,23
1290,340,74
1290,341,106
1290,342,106
1290,343,74
1290,344,74
1290,376,74
1300,45,99
1300,46,99
1300,47,99
1300,50,110
1300,51,86
1300,52,92
1300,53,92
1300,54,92
1300,55,105
1300,56,105
1300,57,105
1300,87,23
1300,89,54
1300,90,54
1300,92,112
1300,93,109
1300,94,75
1300,95,75
1300,96,96
1300,97,113
1300,98,111
1300,99,111
1300,100,99
1300,101,99
1300,222,74
1300,225,92
1300,228,86
1300,229,112
1300,230,88
1300,231,105
1300,232,58
1300,233,58
1300,311,23
1300,313,23
1300,340,74
1300,341,106
1300,343,74
1300,344,74
1300,376,74
1310,45,99
1310,46,99
1310,47,99
1310,50,110
1310,51,86
1310,52,92
1310,53,92
1310,54,58
1310,55,105
1310,56,105
1310,57,105
1310,87,109
1310,89,54
1310,90,54
1310,92,112
1310,93,109
1310,94,75
1310,95,75
1310,96,96
1310,97,113
1310,98,111
1310,99,111
1310,100,113
1310,101,114
1310,222,74
1310,225,92
1310,228,86
1310,229,110
1310,231,105
1310,232,58
1310,233,58
1310,311,23
1310,313,109
1310,340,74
1310,341,106
1310,343,108
1310,344,74
1310,376,108
1320,45,99
1320,46,99
1320,47,99
1320,50,110
1320,51,86
1320,52,92
1320,53,92
1320,54,58
1320,55,105
1320,56,105
1320,57,105
1320,58,115
1320,87,109
1320,89,116
1320,90,54
1320,92,54
1320,93,109
1320,94,75
1320,95,75
1320,96,96
1320,97,113
1320,98,99
1320,99,99
1320,100,113
1320,101,114
1320,222,74
1320,225,92
1320,228,86
1320,229,106
1320,231,105
1320,232,58
1320,233,58
1320,311,23
1320,313,109
1320,340,74
1320,341,106
1320,343,74
1320,344,23
1320,376,74
1330,45,99
1330,46,99
1330,47,99
1330,50,110
1330,51,86
1330,52,92
1330,53,92
1330,54,58
1330,55,105
1330,56,105
1330,57,105
1330,58,115
1330,59,117
1330,90,54
1330,93,109
1330,94,75
1330,95,75
1330,96,96
1330,97,110
1330,98,99
1330,99,99
1330,100,113
1330,101,113
1330,222,74
1330,225,92
1330,228,86
1330,229,106
1330,231,92
1330,232,23
1330,233,58
1330,311,23
1330,313,109
1330,340,74
1330,341,106
1330,343,74
1330,344,23
1330,376,74
1340,45,99
1340,46,99
1340,47,99
1340,50,110
1340,51,86
1340,52,92
1340,53,92
1340,54,58
1340,55,105
1340,56,105
1340,57,118
1340,58,115
1340,59,115
1340,90,54
1340,93,109
1340,94,75
1340,95,75
1340,96,96
1340,97,110
1340,98,99
1340,99,99
1340,100,113
1340,101,113
1340,222,74
1340,225,92
1340,229,106
1340,231,92
1340,232,105
1340,233,58
1340,313,109
1340,340,74
1340,341,106
1340,343,74
1340,344,23
1340,376,74
1350,45,99
1350,46,99
1350,47,99
1350,50,110
1350,51,86
1350,52,92
1350,53,92
1350,54,58
1350,55,105
1350,56,105
1350,57,118
1350,58,115
1350,59,115
1350,93,109
1350,95,75
1350,96,96
1350,97,110
1350,98,99
1350,99,99
1350,100,113
1350,101,113
1350,222,74
1350,225,92
1350,229,106
1350,231,92
1350,232,105
1350,233,105
1350,313,109
1350,340,74
1350,343,74
1350,344,23
1350,376,74
1360,45,99
1360,46,99
1360,47,99
1360,50,110
1360,51,86
1360,52,92
1360,53,92
1360,54,58
1360,55,105
1360,56,105
1360,57,118
1360,58,115
1360,59,115
1360,93,109
1360,95,75
1360,96,96
1360,97,110
1360,98,111
1360,99,111
1360,100,113
1360,101,113
1360,222,74
1360,225,92
1360,229,75
1360,231,92
1360,232,105
1360,233,105
1360,313,109
1360,340,74
1360,343,74
1360,344,23
1360,376,74
1370,45,99
1370,46,99
1370,47,99
1370,50,110
1370,51,86
1370,52,99
1370,53,99
1370,54,58
1370,55,105
1370,56,105
1370,57,105
1370,58,115
1370,59,115
1370,93,109
1370,96,96
1370,97,119
1370,98,111
1370,99,111
1370,100,113
1370,101,113
1370,222,74
1370,225,92
1370,229,106
1370,231,92
1370,232,120
1370,233,120
1370,313,109
1370,340,74
1370,343,74
1370,344,23
1370,376,74
1380,45,99
1380,46,99
1380,47,99
1380,50,110
1380,51,86
1380,52,99
1380,53,99
1380,54,58
1380,55,105
1380,56,105
1380,57,105
1380,58,115
1380,59,115
1380,60,121
1380,93,109
1380,96,96
1380,97,113
1380,98,111
1380,99,111
1380,100,113
1380,101,113
1380,222,74
1380,225,92
1380,229,106
1380,231,92
1380,232,120
1380,233,120
1380,313,109
1380,340,74
1380,343,74
1380,344,23
1380,376,74
1390,45,99
1390,46,99
1390,47,99
1390,50,110
1390,51,86
1390,52,99
1390,53,99
1390,54,58
1390,55,105
1390,56,105
1390,57,105
1390,58,115
1390,59,115
1390,60,115
1390,61,122
1390,93,109
1390,96,96
1390,97,113
1390,98,111
1390,99,111
1390,100,113
1390,101,113
1390,222,74
1390,225,99
1390,229,106
1390,231,99
1390,232,120
1390,233,120
1390,313,109
1390,340,74
1390,343,74
1390,376,74
1400,45,99
1400,46,99
1400,47,99
1400,50,110
1400,51,86
1400,52,99
1400,53,99
1400,54,58
1400,55,105
1400,56,105
1400,57,118
1400,58,115
1400,59,115
1400,60,115
1400,61,115
1400,93,109
1400,96,96
1400,97,113
1400,98,111
1400,99,111
1400,100,113
1400,101,113
1400,222,74
1400,225,99
1400,229,106
1400,231,99
1400,232,105
1400,233,105
1400,313,109
1400,340,74
1400,343,74
1400,376,74
1410,45,99
1410,46,99
1410,47,99
1410,50,110
1410,51,86
1410,52,99
1410,53,99
1410,54,58
1410,55,105
1410,56,105
1410,57,105
1410,58,115
1410,59,115
1410,60,115
1410,61,115
1410,93,109
1410,96,96
1410,97,113
1410,98,111
1410,99,58
1410,100,113
1410,101,113
1410,222,74
1410,225,92
1410,229,106
1410,231,99
1410,232,120
1410,233,120
1410,313,109
1410,340,74
1410,343,74
1410,376,74
1420,45,99
1420,46,99
1420,47,99
1420,50,110
1420,51,86
1420,52,99
1420,53,99
1420,54,58
1420,55,105
1420,56,105
1420,57,105
1420,58,115
1420,59,115
1420,60,115
1420,61,115
1420,93,109
1420,96,96
1420,97,113
1420,98,111
1420,99,111
1420,100,113
1420,101,113
1420,222,74
1420,225,92
1420,231,99
1420,232,120
1420,233,120
1420,313,109
1420,340,74
1420,343,74
1420,376,74
1430,46,99
1430,47,99
1430,50,110
1430,51,86
1430,52,111
1430,53,111
1430,54,58
1430,55,105
1430,56,105
1430,57,105
1430,58,115
1430,59,115
1430,60,115
1430,61,115
1430,96,96
1430,97,119
1430,98,111
1430,99,111
1430,100,113
1430,101,113
1430,222,74
1430,225,99
1430,231,111
1430,232,120
1430,233,120
1430,313,109
1430,340,74
1430,343,74
1430,376,74
1440,47,99
1440,51,86
1440,52,99
1440,53,99
1440,54,58
1440,55,105
1440,56,105
1440,57,105
1440,58,115
1440,59,115
1440,60,115
1440,61,115
1440,96,96
1440,97,119
1440,98,111
1440,99,111
1440,100,113
1440,101,113
1440,102,123
1440,222,74
1440,225,99
1440,231,99
1440,232,120
1440,233,120
1440,340,74
1440,343,74
1440,376,74
1450,51,86
1450,52,99
1450,53,99
1450,54,58
1450,55,105
1450,56,105
1450,57,105
1450,58,115
1450,59,115
1450,60,115
1450,61,115
1450,96,120
1450,97,119
1450,98,99
1450,99,99
1450,100,113
1450,101,113
1450,102,123
1450,222,74
1450,225,99
1450,231,99
1450,232,120
1450,233,120
1450,340,74
1450,343,74
1450,376,74
1460,51,86
1460,52,99
1460,53,99
1460,54,58
1460,55,105
1460,56,105
1460,57,105
1460,58,115
1460,59,115
1460,60,115
1460,61,115
1460,72,99
1460,96,120
1460,97,119
1460,98,99
1460,99,99
1460,100,113
1460,101,113
1460,102,123
1460,222,74
1460,225,99
1460,231,99
1460,232,120
1460,233,120
1460,340,74
1460,343,74
1460,376,74
1470,51,86
1470,52,99
1470,53,99
1470,54,58
1470,55,105
1470,56,105
1470,57,105
1470,58,115
1470,59,115
1470,60,115
1470,61,115
1470,72,124
1470,96,120
1470,97,113
1470,98,99
1470,99,99
1470,100,113
1470,101,113
1470,102,123
1470,222,74
1470,231,99
1470,232,120
1470,233,120
1470,340,74
1470,343,74
1470,376,74
1480,51,86
1480,52,99
1480,53,99
1480,54,58
1480,55,105
1480,56,105
1480,57,105
1480,58,115
1480,59,115
1480,60,115
1480,61,115
1480,72,124
1480,96,96
1480,97,113
1480,98,99
1480,99,99
1480,100,113
1480,101,113
1480,102,123
1480,222,74
1480,231,99
1480,232,120
1480,233,120
1480,340,74
1480,343,74
1480,376,74
1480,412,86
1490,51,86
1490,52,105
1490,53,105
1490,54,58
1490,55,105
1490,56,105
1490,57,125
1490,58,115
1490,59,115
1490,60,115
1490,61,115
1490,72,124
1490,96,96
1490,97,119
1490,98,99
1490,99,99
1490,100,113
1490,101,113
1490,102,123
1490,222,74
1490,231,111
1490,232,120
1490,233,120
1490,340,74
1490,343,74
1490,376,120
1490,412,86
1490,413,86
1490,414,86
1500,51,86
1500,52,99
1500,53,99
1500,54,58
1500,55,105
1500,56,105
1500,57,105
1500,58,115
1500,59,115
1500,60,115
1500,61,115
1500,62,126
1500,72,124
1500,96,96
1500,97,119
1500,98,111
1500,99,111
1500,100,113
1500,101,113
1500,102,123
1500,222,74
1500,231,99
1500,232,120
1500,233,120
1500,340,74
1500,343,74
1500,376,126
1500,412,115
1500,413,86
1500,414,86
1510,51,86
1510,52,99
1510,54,58
1510,55,105
1510,56,105
1510,57,105
1510,58,115
1510,59,115
1510,60,115
1510,61,115
1510,62,126
1510,72,124
1510,96,96
1510,98,124
1510,99,124
1510,100,113
1510,101,127
1510,102,123
1510,222,74
1510,231,99
1510,232,120
1510,233,120
1510,340,74
1510,343,74
1510,376,74
1510,412,115
1510,413,128
1510,414,128
1520,51,86
1520,55,105
1520,56,105
1520,57,105
1520,58,115
1520,59,115
1520,60,129
1520,61,129
1520,62,126
1520,63,130
1520,72,124
1520,96,96
1520,98,99
1520,99,99
1520,100,113
1520,101,113
1520,102,123
1520,222,74
1520,231,105
1520,232,120
1520,233,120
1520,340,74
1520,343,74
1520,376,130
1520,412,115
1520,413,115
1520,414,115
1530,51,86
1530,55,105
1530,56,105
1530,57,105
1530,58,115
1530,59,115
1530,60,129
1530,61,129
1530,62,126
1530,63,126
1530,72,124
1530,96,96
1530,98,99
1530,99,99
1530,100,113
1530,101,113
1530,102,123
1530,222,74
1530,231,105
1530,232,120
1530,233,120
1530,340,74
1530,343,74
1530,345,131
1530,346,131
1530,347,131
1530,376,74
1530,412,115
1530,413,115
1530,414,115
1540,51,86
1540,55,105
1540,56,105
1540,57,105
1540,58,115
1540,59,115
1540,60,129
1540,61,129
1540,62,126
1540,63,126
1540,64,74
1540,72,124
1540,96,96
1540,98,99
1540,99,99
1540,100,113
1540,101,113
1540,102,123
1540,222,74
1540,231,105
1540,232,120
1540,233,120
1540,340,74
1540,343,74
1540,345,131
1540,346,131
1540,347,131
1540,376,74
1540,412,115
1540,413,115
1540,414,115
1550,51,86
1550,55,105
1550,56,105
1550,57,105
1550,58,115
1550,59,115
1550,60,129
1550,61,129
1550,62,126
1550,63,126
1550,64,126
1550,72,124
1550,96,96
1550,98,99
1550,99,99
1550,100,113
1550,101,113
1550,102,123
1550,222,74
1550,231,105
1550,232,120
1550,233,120
1550,340,74
1550,343,74
1550,345,131
1550,346,131
1550,347,131
1550,376,74
1550,412,115
1550,413,115
1550,414,115
1560,51,86
1560,55,105
1560,56,105
1560,57,105
1560,58,115
1560,59,115
1560,60,129
1560,61,129
1560,62,126
1560,63,126
1560,64,126
1560,66,74
1560,72,124
1560,96,96
1560,98,99
1560,99,99
1560,100,113
1560,102,123
1560,103,124
1560,222,74
1560,232,120
1560,233,120
1560,340,74
1560,343,74
1560,345,131
1560,346,131
1560,347,131
1560,376,74
1560,412,115
1560,413,115
1560,414,115
1570,51,86
1570,55,105
1570,56,105
1570,57,105
1570,58,115
1570,59,115
1570,60,129
1570,61,129
1570,62,126
1570,63,126
1570,64,126
1570,65,74
1570,66,126
1570,72,124
1570,96,96
1570,98,99
1570,99,99
1570,100,113
1570,102,123
1570,103,124
1570,222,74
1570,232,120
1570,233,120
1570,340,74
1570,343,74
1570,345,131
1570,346,131
1570,347,131
1570,376,74
1570,412,115
1570,413,115
1570,414,115
1580,51,86
1580,55,105
1580,56,105
1580,57,105
1580,58,115
1580,59,115
1580,60,129
1580,61,129
1580,62,126
1580,63,126
1580,64,126
1580,65,126
1580,66,126
1580,72,124
1580,96,96
1580,98,99
1580,99,99
1580,100,113
1580,102,123
1580,103,124
1580,222,74
1580,232,120
1580,233,74
1580,340,74
1580,343,74
1580,345,131
1580,346,131
1580,347,131
1580,348,131
1580,376,74
1580,412,115
1580,413,115
1580,414,115
1590,51,86
1590,55,105
1590,56,105
1590,57,105
1590,58,115
1590,59,115
1590,60,129
1590,61,129
1590,62,126
1590,63,126
1590,64,126
1590,65,126
1590,66,126
1590,72,124
1590,98,99
1590,99,99
1590,100,113
1590,102,123
1590,103,124
1590,222,74
1590,232,120
1590,233,120
1590,340,74
1590,343,74
1590,345,131
1590,346,131
1590,347,131
1590,348,132
1590,376,74
1590,412,115
1590,413,115
1590,414,115
1600,51,86
1600,55,105
1600,56,105
1600,57,105
1600,58,115
1600,59,115
1600,60,129
1600,61,129
1600,62,126
1600,63,126
1600,64,126
1600,65,126
1600,66,126
1600,72,124
1600,98,99
1600,99,99
1600,102,123
1600,103,124
1600,104,124
1600,222,74
1600,232,120
1600,233,120
1600,340,74
1600,343,74
1600,345,131
1600,346,131
1600,347,131
1600,348,132
1600,376,74
1600,412,115
1600,413,115
1600,414,115
1610,51,86
1610,55,105
1610,56,105
1610,58,115
1610,59,115
1610,60,129
1610,61,129
1610,62,126
1610,63,126
1610,64,126
1610,65,126
1610,66,126
1610,72,124
1610,98,99
1610,99,99
1610,102,123
1610,103,124
1610,104,124
1610,222,74
1610,232,120
1610,233,120
1610,340,74
1610,343,74
1610,345,131
1610,346,131
1610,347,131
1610,348,132
1610,349,132
1610,376,74
1610,412,115
1610,413,115
1610,414,115
1620,51,86
1620,55,105
1620,56,105
1620,58,115
1620,59,115
1620,60,129
1620,61,129
1620,62,126
1620,63,126
1620,64,126
1620,65,126
1620,66,126
1620,72,124
1620,98,99
1620,99,99
1620,102,123
1620,103,124
1620,104,124
1620,222,74
1620,232,120
1620,233,120
1620,340,74
1620,343,74
1620,345,131
1620,346,131
1620,347,131
1620,348,132
1620,349,132
1620,376,74
1620,412,115
1620,413,115
1620,414,115
1620,421,129
1620,422,129
1630,51,86
1630,55,105
1630,56,105
1630,58,133
1630,59,133
1630,60,129
1630,61,129
1630,62,126
1630,63,126
1630,64,126
1630,65,126
1630,66,126
1630,72,124
1630,98,99
1630,99,99
1630,102,123
1630,103,124
1630,104,124
1630,222,74
1630,232,120
1630,233,120
1630,340,74
1630,343,74
1630,345,131
1630,346,131
1630,347,131
1630,348,132
1630,349,132
1630,376,74
1630,412,115
1630,413,115
1630,414,115
1630,421,126
1630,422,129
1640,51,86
1640,55,105
1640,56,105
1640,58,133
1640,59,133
1640,60,129
1640,61,129
1640,62,126
1640,63,126
1640,64,126
1640,65,126
1640,66,126
1640,67,134
1640,72,124
1640,98,99
1640,99,99
1640,102,123
1640,103,124
1640,104,124
1640,222,74
1640,232,120
1640,233,120
1640,340,74
1640,343,74
1640,345,131
1640,346,131
1640,347,131
1640,348,132
1640,349,132
1640,376,74
1640,412,115
1640,413,115
1640,414,115
1640,421,126
1640,422,126
1650,51,86
1650,55,105
1650,56,105
1650,58,133
1650,59,133
1650,60,129
1650,61,129
1650,62,126
1650,63,126
1650,64,126
1650,65,126
1650,66,126
1650,67,134
1650,72,124
1650,98,99
1650,99,99
1650,102,123
1650,103,124
1650,104,135
1650,222,74
1650,232,120
1650,233,120
1650,340,74
1650,343,74
1650,345,131
1650,346,131
1650,347,131
1650,348,132
1650,349,132
1650,376,74
1650,412,115
1650,413,115
1650,414,133
1650,421,126
1650,422,126
1660,51,86
1660,55,105
1660,56,105
1660,58,115
1660,59,115
1660,60,129
1660,61,129
1660,62,126
1660,63,126
1660,64,126
1660,65,126
1660,66,126
1660,67,134
1660,72,124
1660,98,99
1660,99,99
1660,102,123
1660,103,124
1660,104,135
1660,222,74
1660,232,120
1660,233,120
1660,237,74
1660,340,74
1660,343,74
1660,345,131
1660,346,131
1660,347,131
1660,348,132
1660,349,132
1660,376,74
1660,412,115
1660,413,115
1660,414,115
1660,421,136
1660,422,136
1670,51,86
1670,55,105
1670,56,105
1670,58,115
1670,59,115
1670,60,129
1670,61,129
1670,62,126
1670,63,126
1670,64,126
1670,65,126
1670,66,126
1670,67,134
1670,72,124
1670,98,99
1670,99,99
1670,102,123
1670,103,124
1670,104,135
1670,222,74
1670,232,120
1670,233,120
1670,237,137
1670,340,74
1670,343,74
1670,345,131
1670,346,131
1670,347,131
1670,348,132
1670,349,132
1670,376,74
1670,412,115
1670,413,115
1670,414,115
1670,421,136
1670,422,126
1670,423,126
1680,51,86
1680,55,105
1680,56,105
1680,58,115
1680,59,115
1680,60,129
1680,61,129
1680,62,126
1680,63,126
1680,64,126
1680,65,126
1680,66,126
1680,67,134
1680,68,138
1680,72,124
1680,98,99
1680,99,99
1680,102,123
1680,103,124
1680,104,135
1680,222,74
1680,232,120
1680,233,120
1680,237,137
1680,340,74
1680,343,74
1680,345,131
1680,346,131
1680,347,131
1680,348,132
1680,349,132
1680,376,74
1680,412,115
1680,413,115
1680,414,115
1680,421,136
1680,422,136
1680,423,136
1690,51,99
1690,55,105
1690,56,105
1690,58,105
1690,59,105
1690,60,129
1690,61,129
1690,62,126
1690,63,126
1690,64,126
1690,65,126
1690,66,126
1690,67,134
1690,68,138
1690,69,139
1690,72,124
1690,98,99
1690,99,99
1690,102,123
1690,103,124
1690,104,135
1690,222,74
1690,232,120
1690,233,120
1690,236,137
1690,237,137
1690,340,74
1690,343,74
1690,345,131
1690,346,131
1690,347,131
1690,348,132
1690,349,132
1690,376,137
1690,412,115
1690,413,115
1690,414,115
1690,421,126
1690,422,126
1690,423,126
1700,51,99
1700,55,105
1700,56,105
1700,58,115
1700,59,105
1700,60,129
1700,61,129
1700,62,126
1700,63,126
1700,64,126
1700,65,126
1700,66,126
1700,67,134
1700,68,138
1700,69,138
1700,72,124
1700,98,99
1700,99,99
1700,102,123
1700,103,124
1700,104,135
1700,222,74
1700,232,131
1700,233,131
1700,236,140
1700,237,137
1700,340,74
1700,343,74
1700,345,131
1700,346,131
1700,347,131
1700,348,132
1700,349,132
1700,376,137
1700,412,115
1700,413,115
1700,414,115
1700,421,126
1700,422,126
1700,423,126
1710,51,86
1710,55,105
1710,56,105
1710,58,105
1710,59,105
1710,60,129
1710,61,129
1710,62,126
1710,63,126
1710,64,126
1710,65,126
1710,66,126
1710,67,134
1710,68,138
1710,69,138
1710,72,124
1710,98,99
1710,99,99
1710,102,123
1710,103,124
1710,104,135
1710,222,74
1710,232,131
1710,233,131
1710,236,137
1710,237,74
1710,340,74
1710,343,74
1710,345,131
1710,346,131
1710,347,131
1710,348,132
1710,349,132
1710,376,74
1710,412,115
1710,413,115
1710,414,115
1710,421,126
1710,422,126
1710,423,126
1720,51,86
1720,55,105
1720,56,105
1720,58,105
1720,59,105
1720,60,129
1720,61,129
1720,62,126
1720,63,126
1720,64,126
1720,65,126
1720,66,126
1720,67,134
1720,68,138
1720,69,138
1720,72,124
1720,98,99
1720,99,99
1720,102,123
1720,103,124
1720,104,135
1720,222,74
1720,232,120
1720,233,120
1720,236,137
1720,237,126
1720,340,74
1720,343,74
1720,345,131
1720,346,131
